"NAME,C,254","TYPE,C,254","LENGTH___F,N,19,6","WIDTH___FE,N,19,6","HEIGHT___F,N,19,6","FLOOR_SPAC,N,11,0","YEAR_BUILT,N,11,0","ROOF,C,254","ROOF_REPLA,N,11,0","ACCESSIBLE,C,254","AMENITIES,C,100","COMMENTS,C,254","MAX_PDOP,N,19,6","MAX_HDOP,N,19,6","CORR_TYPE,C,254","RCVR_TYPE,C,254","GPS_DATE,C,254","GPS_TIME,C,254","UPDATE_STA,C,254","FEAT_NAME,C,254","DATAFILE,C,254","UNFILT_POS,N,11,0","FILT_POS,N,11,0","DATA_DICTI,C,254","GPS_WEEK,N,11,0","GPS_SECOND,N,19,6","GPS_HEIGHT,N,19,6","VERT_PREC,N,19,6","HORZ_PREC,N,19,6","STD_DEV,N,19,6","LATITUDE,C,254","LONGITUDE,C,254","SOURCE,C,100","FMSS_ID,N,16,0","STATUS,C,100","X_COORD,N,19,5","Y_COORD,N,19,5","Join_Id,C,50","TRAIL_CLUB,C,100","Town,C,50","County,C,50","State,C,25","Elev_feet,N,10,3","Publish,C,4","Version,C,20"
Low Gap,Log w/siding,20.000000,15.000000,23.000000,200,0,Asphalt_shingle,0,Unknown,Water Source,,7.000000,2.800000,Differential,Unknown,8/13/2008,04:02:16pm,New,Shelter4,R081312A_gatc_edited,45,45,ATversion12,1492,331350.000000,922.561000,4.500000,2.100000,6.858897,34.776154291,-83.824600759,2008 Trail Assessment,95452,Official A.T. Shelter,-83.82460,34.77615,SH259,Georgia Appalachian Trail Club,,WHITE,Georgia,2979.183,Yes,01/12/2015
Tray Mountain,Log/Lumber,24.000000,12.000000,20.000000,150,1971,Asphalt_shingle,0,Unknown,Unknown,,17.900000,16.299999,Differential,Geo XT,8/14/2008,06:19:20pm,New,Shelter4,R081417A_gatc_edited,91,91,ATversion12,1492,425973.000000,1298.468000,4.500000,3.200000,15.554260,34.804000071,-83.676886087,2008 Trail Assessment,95450,Official A.T. Shelter,-83.67689,34.80400,SH260,Georgia Appalachian Trail Club,,HABERSHAM,Georgia,4244.072,Yes,01/12/2015
Standing Indian Shelter,Log/Lumber,25.000000,15.000000,15.000000,160,0,Corregated_steel,0,Unknown,Water Source and Toilet,,18.000000,7.300000,Differential,Unknown,8/15/2008,12:26:35pm,New,Shelter4,R081511A_edited.cor,60,60,ATversion12,1492,491208.000000,1457.960000,7.200000,3.600000,4.367229,35.041789066,-83.548175073,2008 Trail Assessment,95243,Official A.T. Shelter,-83.54818,35.04179,SH261,Nantahala Hiking Club,,MACON,North Carolina,4755.247,Yes,01/12/2015
Curly Maple Gap,Cinder_Block,20.000000,12.000000,10.000000,120,0,Corregated_steel,0,Unknown,Water Source,,8.400000,5.000000,Differential,Unknown,9/20/2008,03:34:10pm,New,Shelter4,R092015A_edited.cor,45,45,ATversion12,1497,588863.000000,935.120000,5.500000,3.100000,11.980696,36.104228666,-82.397012470,2008 Trail Assessment,95430,Official A.T. Shelter,-82.39701,36.10423,SH262,Tennessee Eastman Hiking and Canoeing Club,,UNICOI,Tennessee,3059.499,Yes,01/12/2015
Bemis Mountain Lean-to,Log,15.000000,18.000000,11.000000,120,0,Corregated_steel,0,Unknown,Unknown,,3.200000,1.400000,Differential,GPS Pathfinder Pocket,10/16/2008,11:44:20am,New,Shelter,R101611A_edited.cor,35,35,ATversion12c,1501,402274.000000,856.154000,5.800000,2.500000,2.561945,44.810246728,-70.756443504,2008 Trail Assessment; adjusted based on 2013 data,95297,Official A.T. Shelter,-70.75644,44.81025,SH263,Maine Appalachian Trail Club,"WELD, TOWN OF",FRANKLIN,Maine,2777.422,Yes,01/12/2015
Pine Swamp Brook Lean-to,Log,11.000000,16.000000,10.000000,84,0,5V_steel,0,No,Unknown,,3.900000,3.100000,Differential,GPS Pathfinder Pocket,4/15/2008,12:44:27pm,New,Shelter,R041510A_edited.cor,30,30,ATversion12c,1475,233080.000000,342.354000,4.400000,3.500000,15.631355,41.881730480,-73.392132489,2008 Trail Assessment,95271,Official A.T. Shelter,-73.39213,41.88173,SH264,AMC - Connecticut Chapter,"SHARON, TOWN OF",LITCHFIELD,Connecticut,1080.123,Yes,01/12/2015
Limestone Spring Lean-to,Log,15.000000,12.000000,8.000000,120,1986,5V_steel,0,Unknown,Unknown,,3.800000,2.500000,Differential,Unknown,4/19/2008,11:35:37am,New,Shelter,R041911A2_edited.cor,31,31,ATversion12c,1475,574550.000000,310.008000,0.800000,0.500000,2.736043,41.975427861,-73.392835971,2008 Trail Assessment,95273,Official A.T. Shelter,-73.39284,41.97543,SH265,AMC - Connecticut Chapter,"SALISBURY, TOWN OF",LITCHFIELD,Connecticut,988.917,Yes,01/12/2015
Kay Wood Lean-to,Post_&_Beam,20.000000,15.000000,14.000000,310,1987,Onduline,0,Unknown,Water Source and Toilet,has loft,4.000000,2.000000,Differential,GPS Pathfinder Pocket,4/30/2008,06:30:33pm,New,Shelter,R043016A_edited.cor,31,31,ATversion12c,1477,340246.000000,565.328000,6.400000,3.900000,14.647517,42.452213111,-73.161892816,2008 Trail Assessment,95349,Official A.T. Shelter,-73.16189,42.45221,SH266,AMC - Berkshire Chapter,"DALTON, TOWN OF",BERKSHIRE,Massachusetts,1770.948,Yes,01/12/2015
October Mountain Lean-to,Post_&_Beam,13.000000,15.000000,15.000000,300,1990,Onduline,0,Unknown,Water Source and Toilet,loft in overhang,4.700000,2.300000,Uncorrected,GPS Pathfinder Pocket,5/2/2008,12:17:49pm,New,Shelter,R050211A_edited.cor,30,29,ATversion12c,1477,490682.000000,583.301000,6.100000,3.300000,10.349828,42.355002913,-73.154621808,2008 Trail Assessment,95350,Official A.T. Shelter,-73.15462,42.35500,SH267,AMC - Berkshire Chapter,"WASHINGTON, TOWN OF",BERKSHIRE,Massachusetts,1916.831,Yes,01/12/2015
Upper Goose Pond Cabin,Stick_w/Lumber_sidng,35.000000,20.000000,20.000000,1300,0,Onduline,0,Unknown,Water Source and Toilet,,4.900000,3.000000,Differential,GPS Pathfinder Pocket,5/3/2008,06:46:59pm,New,Shelter,R050315A_edited.cor,30,30,ATversion12c,1477,600433.000000,489.081000,7.500000,4.700000,53.360104,42.288670482,-73.181713637,2008 Trail Assessment,95351,Official A.T. Shelter,-73.18171,42.28867,SH268,AMC - Berkshire Chapter,"LEE, TOWN OF",BERKSHIRE,Massachusetts,1522.350,Yes,01/12/2015
Tucker Johnson (old shelter),Stick_w/Lumber_sidng,10.000000,15.000000,10.000000,150,1969,Asphalt_shingle,0,Unknown,Water Source and Toilet,"elev = 2280 ft, 694 m",7.000000,3.100000,Differential,GPS Pathfinder Pocket,5/12/2008,03:07:52pm,New,Shelter,R051202A_edited.cor,30,30,ATversion12c,1479,155285.000000,701.044000,7.600000,5.000000,32.402950,43.679382100,-72.843544289,2008 Trail Assessment,95329,"Old shelter, no longer there - burned down",-72.84354,43.67938,SH269,Green Mountain Club,"MENDON, TOWN OF",RUTLAND,Vermont,2278.047,No,01/12/2015
Stony Brook,Stick_w/Lumber_sidng,12.000000,16.000000,11.000000,160,1997,Corregated_steel,0,Unknown,Water Source and Toilet,original built 1958. new one built 1997,5.100000,2.500000,Differential,GPS Pathfinder Pocket,5/14/2008,08:33:43am,New,Shelter,R051408A_edited.cor,32,32,ATversion12c,1479,304437.000000,540.867000,7.200000,4.600000,25.959302,43.691870162,-72.730765776,2008 Trail Assessment,95328,Official A.T. Shelter,-72.73077,43.69187,SH270,Green Mountain Club,"STOCKBRIDGE, TOWN OF",WINDSOR,Vermont,1774.682,Yes,01/12/2015
Seth Warner,Stick_w/Lumber_sidng,7.000000,14.000000,8.000000,95,1965,5V_steel,0,Unknown,Water Source and Toilet,,7.000000,2.900000,Differential,GPS Pathfinder Pocket,6/2/2008,12:28:30pm,New,Shelter,R060212A_edited.cor,35,35,ATversion12c,1482,145724.000000,642.808000,15.400000,7.300000,56.195237,42.772158539,-73.137282696,2008 Trail Assessment,95346,Official A.T. Shelter,-73.13728,42.77216,SH271,Green Mountain Club,"STAMFORD, TOWN OF",BENNINGTON,Vermont,2179.525,Yes,01/12/2015
Story Spring,Stick_w/Lumber_sidng,10.000000,18.000000,8.000000,180,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,new roof needed as of 2010,5.500000,2.100000,Uncorrected,GPS Pathfinder Pocket,6/3/2008,02:55:02pm,New,Shelter,R060314A_edited.cor,33,29,ATversion12c,1482,240916.000000,871.401000,8.300000,3.700000,35.390206,43.050463031,-73.012923241,2008 Trail Assessment,95343,Official A.T. Shelter,-73.01292,43.05046,SH272,Green Mountain Club,"SUNDERLAND, TOWN OF",BENNINGTON,Vermont,2787.900,Yes,01/12/2015
Kid Gore,Log/Lumber,10.000000,16.000000,0.000000,130,1971,Cedar_shingle,0,Unknown,Water Source and Toilet,,7.600000,2.500000,Differential,GPS Pathfinder Pocket,6/4/2008,10:12:47am,New,Shelter,R060410A_edited.cor,39,39,ATversion12c,1482,310380.000000,844.913000,13.900000,6.000000,38.287660,43.014162314,-73.043415096,2008 Trail Assessment,95250,Official A.T. Shelter,-73.04342,43.01416,SH273,Green Mountain Club,"GLASTENBURY, TOWN OF",BENNINGTON,Vermont,2763.823,Yes,01/12/2015
Goddard,Timber_Frame,18.000000,18.000000,12.000000,400,2005,Standing_seam,2005,Unknown,Unknown,the bonfire burning the old one lasted a week. bonfire site could be used as tent pad,4.300000,2.200000,Differential,GPS Pathfinder Pocket,6/4/2008,04:55:28pm,New,Shelter,R060416A_edited.cor,30,30,ATversion12c,1482,334541.000000,1106.546000,6.800000,4.400000,9.121743,42.974103317,-73.072615190,2008 Trail Assessment,95305,Official A.T. Shelter,-73.07262,42.97410,SH274,Green Mountain Club,"GLASTENBURY, TOWN OF",BENNINGTON,Vermont,3557.517,Yes,01/12/2015
Caughnawaga (old shelter),Log,8.000000,9.000000,8.000000,65,1931,Corregated_steel,0,Unknown,Water Source and Toilet,shelter closed. falling over,6.900000,6.200000,Differential,GPS Pathfinder Pocket,6/5/2008,12:42:04pm,New,Shelter,R060512A_edited.cor,32,32,ATversion12c,1482,405738.000000,849.427000,5.800000,4.300000,23.791746,43.015100140,-73.043786958,2008 Trail Assessment,95192,"Old shelter, now closed",-73.04379,43.01510,SH275,Green Mountain Club,"GLASTENBURY, TOWN OF",BENNINGTON,Vermont,2771.469,No,01/12/2015
Trapper John,Stick_w/Lumber_sidng,9.000000,18.000000,8.000000,164,0,Corregated_steel,0,Yes,Unknown,,4.400000,2.100000,Differential,GPS Pathfinder Pocket,6/11/2008,06:29:32pm,New,Shelter,R061118A_edited.cor,33,33,ATversion12c,1483,340185.000000,396.251000,7.000000,3.800000,13.697145,43.783121998,-72.111920792,2008 Trail Assessment; 2013 Trail Assessment,95326,Official A.T. Shelter,-72.11192,43.78312,SH276,Dartmouth Outing Club,"LYME, TOWN OF",GRAFTON,New Hampshire,1347.208,Yes,01/12/2015
Fire Warden's Cabin,Stick_w/Lumber_sidng,20.000000,12.000000,10.000000,180,0,5V_steel,0,Unknown,Water Source and Toilet,old fire wardens cabin on Smart's Mountain,4.600000,2.300000,Differential,GPS Pathfinder Pocket,6/12/2008,06:54:29pm,New,Shelter,R061218A_edited.cor,30,30,ATversion12c,1483,428083.000000,983.277000,9.300000,4.400000,4.711717,43.825409271,-72.037868984,2008 Trail Assessment; adjusted based on 2013 data,95325,Official A.T. Shelter,-72.03787,43.82541,SH277,Dartmouth Outing Club,"LYME, TOWN OF",GRAFTON,New Hampshire,3211.080,Yes,01/12/2015
Hexacuba,Log,20.000000,20.000000,11.000000,300,0,Asphalt_shingle,0,Unknown,Unknown,hexagon,4.800000,1.800000,Differential,GPS Pathfinder Pocket,6/13/2008,02:35:07pm,New,Shelter,R061314A_edited.cor,30,30,ATversion12c,1483,498920.000000,683.378000,8.800000,3.400000,13.143727,43.876257642,-72.027343816,2008 Trail Assessment,95208,Official A.T. Shelter,-72.02734,43.87626,SH278,Dartmouth Outing Club,"ORFORD, TOWN OF",GRAFTON,New Hampshire,2213.808,Yes,01/12/2015
Bald Mountain Brook Lean-to,Log,16.000000,10.000000,10.000000,150,1994,Corregated_steel,0,Unknown,Unknown,,4.200000,3.400000,Differential,GPS Pathfinder Pocket,6/22/2008,04:52:47pm,New,Shelter,R062216A_edited.cor,32,32,ATversion12c,1485,75180.000000,415.495000,5.700000,6.100000,26.869761,45.258669419,-69.800117738,2008 Trail Assessment; adjusted based on 2013 data,95286,Official A.T. Shelter,-69.80012,45.25867,SH279,Maine Appalachian Trail Club,"BALD MOUNTAIN T2R3, TOWN OF",SOMERSET,Maine,1308.371,Yes,01/12/2015
Moxie Bald Lean-to,Log,20.000000,15.000000,10.000000,200,0,Corregated_steel,0,No,Unknown,"2 fire pits, one far from shelter,",10.600000,4.600000,Differential,GPS Pathfinder Pocket,6/23/2008,10:41:37am,New,Shelter,R062310A_edited.cor,30,30,ATversion12c,1485,139311.000000,378.908000,7.200000,5.800000,35.948311,45.270800808,-69.745854987,2008 Trail Assessment; adjusted based on 2013 data,95274,Official A.T. Shelter,-69.74585,45.27080,SH280,Maine Appalachian Trail Club,"BALD MOUNTAIN T2R3, TOWN OF",SOMERSET,Maine,1227.202,Yes,01/12/2015
Carlo Col,Log,18.000000,15.000000,13.000000,460,1976,5V_steel,0,Unknown,Unknown,"skylights, aluminum roofing",4.700000,2.000000,Differential,GPS Pathfinder Pocket,6/27/2008,12:41:15pm,New,Shelter,R062712A_edited.cor,33,33,ATversion12c,1485,492089.000000,919.293000,6.700000,3.200000,5.405567,44.488703553,-71.016734822,2008 Trail Assessment; adjusted based on 2013 data,95289,Official A.T. Shelter,-71.01673,44.48870,SH281,Appalachian Mountain Club,"RILEY, TOWN OF",OXFORD,Maine,2952.389,Yes,01/12/2015
Full Goose,Log w/siding,10.000000,20.000000,9.000000,200,1972,Asphalt_shingle,1999,Unknown,Unknown,Was in good shape in 2013,4.700000,2.900000,Differential,GPS Pathfinder Pocket,6/27/2008,08:02:19pm,New,Shelter,R062720A_edited.cor,30,30,ATversion12c,1485,518553.000000,926.814000,4.900000,3.500000,9.500037,44.525251957,-70.981400398,2008 Trail Assessment; adjusted based on 2013 data,95278,Official A.T. Shelter,-70.98140,44.52525,SH282,Appalachian Mountain Club,"RILEY, TOWN OF",OXFORD,Maine,2957.703,Yes,01/12/2015
Speck Pond Lean-to,Stick_w/Lumber_sidng,10.000000,18.000000,11.000000,180,0,Cedar_shingle,0,Unknown,Unknown,,4.500000,1.400000,Differential,GPS Pathfinder Pocket,6/28/2008,06:25:15pm,New,Shelter,R062818A_edited.cor,39,39,ATversion12c,1485,599128.000000,1036.134000,9.300000,2.800000,5.693550,44.564777039,-70.974140039,2008 Trail Assessment; adjusted based on 2013 data,95323,Official A.T. Shelter,-70.97414,44.56478,SH283,Appalachian Mountain Club,"GRAFTON, TOWN OF",OXFORD,Maine,3426.515,Yes,01/12/2015
Baldpate Lean-to,Log,16.000000,12.000000,10.000000,180,0,Corregated_steel,0,Unknown,Unknown,,5.400000,1.800000,Differential,GPS Pathfinder Pocket,7/1/2008,05:55:06pm,New,Shelter,R070117A_edited.cor,30,30,ATversion12c,1486,251720.000000,837.884000,6.800000,2.300000,7.588298,44.598508900,-70.912256382,2008 Trail Assessment; adjusted based on 2013 data,95302,Official A.T. Shelter,-70.91226,44.59851,SH284,Maine Appalachian Trail Club,"GRAFTON, TOWN OF",OXFORD,Maine,2706.636,Yes,01/12/2015
Madison Spring Hut,Stick_w/Lumber_sidng,0.000000,0.000000,0.000000,0,1888,Cedar_shingle,0,Unknown,Water Source and Toilet,AMC run Hut,4.100000,2.400000,Differential,GPS Pathfinder Pocket,7/19/2008,03:48:48pm,New,Shelter,R071914A_edited.cor,31,31,ATversion12c,1488,589741.000000,1468.567000,5.300000,3.600000,3.887853,44.327841743,-71.283794691,2008 Trail Assessment,0,Hut,-71.28379,44.32784,SH285,Appalachian Mountain Club,,COOS,New Hampshire,4789.458,Yes,01/12/2015
Lake of the Clouds Hut,Stick_w/Lumber_sidng,0.000000,0.000000,0.000000,0,1915,Cedar_shingle,0,Unknown,Water Source and Toilet,AMC run Hut,2.200000,1.400000,Differential,GPS Pathfinder Pocket,7/21/2008,08:52:24am,New,Shelter,R072108A_edited.cor,30,30,ATversion12c,1489,132758.000000,1533.947000,4.400000,2.700000,4.498840,44.258841613,-71.319459646,2008 Trail Assessment,0,Hut,-71.31946,44.25884,SH286,Appalachian Mountain Club,,COOS,New Hampshire,5023.963,Yes,01/12/2015
Rattle River,Stick_w/Lumber_sidng,10.000000,18.000000,9.000000,150,0,Asphalt_shingle,0,Unknown,Unknown,,5.700000,2.400000,Differential,GPS Pathfinder Pocket,7/23/2008,02:12:23pm,New,Shelter,R072312A_edited.cor,30,30,ATversion12c,1489,324757.000000,391.647000,12.600000,6.600000,24.883515,44.380023725,-71.108102341,2008 Trail Assessment,95304,Official A.T. Shelter,-71.10810,44.38002,SH287,Appalachian Mountain Club,"SHELBURNE, TOWN OF",COOS,New Hampshire,1233.069,Yes,01/12/2015
Imp Campsite,Log/Lumber,16.000000,18.000000,12.000000,260,1981,Cedar_shingle,1999,No,Unknown,second log from bottom is rotting,19.200001,9.200000,Differential,GPS Pathfinder Pocket,7/24/2008,05:44:46pm,New,Shelter,R072417A_edited.cor,30,30,ATversion12c,1489,423900.000000,974.461000,22.700000,19.300000,38.942250,44.328948802,-71.150717041,2008 Trail Assessment; adjusted based on 2013 data,95295,Official A.T. Shelter,-71.15072,44.32895,SH288,Appalachian Mountain Club,,COOS,New Hampshire,3177.907,Yes,01/12/2015
Carter Notch Hut,Stone,0.000000,0.000000,0.000000,0,0,5V_steel,0,Unknown,Water Source and Toilet,AMC Hut,4.000000,1.800000,Differential,GPS Pathfinder Pocket,7/25/2008,06:59:34pm,New,Shelter,R072516A_edited.cor,150,150,ATversion12c,1489,514788.000000,1000.488000,5.700000,2.600000,3.924242,44.259410527,-71.195916370,2008 Trail Assessment; adjusted based on 2013 data,0,Hut,-71.19592,44.25941,SH289,Appalachian Mountain Club,,COOS,New Hampshire,3291.821,Yes,01/12/2015
Ethan Pond,Log,12.000000,16.000000,10.000000,105,0,5V_steel,0,Unknown,Unknown,,4.400000,1.800000,Differential,GPS Pathfinder Pocket,7/29/2008,04:52:00pm,New,Shelter,R072916A_edited.cor,41,41,ATversion12c,1490,247933.000000,881.113000,7.900000,3.300000,3.236058,44.177209000,-71.427338726,2008 Trail Assessment; adjusted based on 2013 data,95233,Official A.T. Shelter,-71.42734,44.17721,SH290,Appalachian Mountain Club,"BETHLEHEM, TOWN OF",GRAFTON,New Hampshire,2842.923,Yes,01/12/2015
Kinsman Pond,Log/Lumber,20.000000,16.000000,12.000000,330,2007,Cedar_shingle,0,Unknown,Unknown,,3.300000,1.800000,Differential,GPS Pathfinder Pocket,8/14/2008,01:54:41pm,New,Shelter,R081413A_edited.cor,33,33,ATversion12c,1492,410095.000000,1150.451000,6.700000,4.800000,4.840466,44.136919965,-71.732885657,2008 Trail Assessment; adjusted based on 2013 data,95324,Official A.T. Shelter,-71.73289,44.13692,SH291,Appalachian Mountain Club,"LINCOLN, TOWN OF",GRAFTON,New Hampshire,3751.597,Yes,01/12/2015
Eliza Brook,Log/Lumber,9.000000,15.000000,9.000000,112,0,Standing_seam,0,Unknown,Unknown,,3.900000,1.800000,Differential,GPS Pathfinder Pocket,8/15/2008,11:55:02am,New,Shelter,R081511A_edited.cor,30,30,ATversion12c,1492,489315.000000,741.030000,7.100000,3.800000,7.504754,44.100931051,-71.742657036,2008 Trail Assessment; adjusted based on 2013 data,95246,Official A.T. Shelter,-71.74266,44.10093,SH292,Appalachian Mountain Club,"LINCOLN, TOWN OF",GRAFTON,New Hampshire,2399.489,Yes,01/12/2015
Beaver Brook,Log,12.000000,18.000000,12.000000,150,1993,5V_steel,0,Unknown,Water Source and Toilet,,4.000000,2.100000,Differential,GPS Pathfinder Pocket,8/17/2008,03:40:42pm,New,Shelter,R081714A_edited.cor,44,44,ATversion12c,1493,70856.000000,1138.421000,4.900000,2.600000,4.200148,44.033080258,-71.811842073,2008 Trail Assessment; adjusted based on 2013 data,95249,Official A.T. Shelter,-71.81184,44.03308,SH293,Dartmouth Outing Club,"BENTON, TOWN OF",GRAFTON,New Hampshire,3688.132,Yes,01/12/2015
Clarendon,Stick_w/Lumber_sidng,14.000000,18.000000,12.000000,220,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,,7.800000,2.100000,Differential,GPS Pathfinder Pocket,8/19/2008,05:19:43pm,New,Shelter,R081917A_edited.cor,30,30,ATversion12c,1493,249596.000000,398.046000,7.900000,3.700000,37.936016,43.523666918,-72.913118070,2008 Trail Assessment,95334,Official A.T. Shelter,-72.91312,43.52367,SH294,Green Mountain Club,"SHREWSBURY, TOWN OF",RUTLAND,Vermont,1221.431,Yes,01/12/2015
Sabbath Day Pond Lean-to,Log,15.000000,20.000000,10.000000,105,0,Corregated_steel,0,Unknown,Unknown,leaking roof,3.800000,2.400000,Differential,GPS Pathfinder Pocket,9/15/2008,02:57:31pm,New,Shelter,R091514A_edited.cor,31,31,ATversion12c,1497,154664.000000,742.932000,5.700000,4.400000,14.051724,44.841000638,-70.662666119,2008 Trail Assessment; adjusted based on 2013 data,95301,Official A.T. Shelter,-70.66267,44.84100,SH295,Maine Appalachian Trail Club,"WELD, TOWN OF",FRANKLIN,Maine,2401.196,Yes,01/12/2015
Piazza Rock Lean-to,Log,20.000000,14.000000,8.000000,320,0,Corregated_steel,0,Unknown,Unknown,,5.900000,2.800000,Differential,Unknown,9/16/2008,05:12:31pm,New,Shelter,R091615Axt_edited.co,48,48,ATversion12c,1497,249165.000000,647.929000,1.400000,0.800000,1.373455,44.904205008,-70.530661477,2008 Trail Assessment; adjusted based on 2013 data,95306,Official A.T. Shelter,-70.53066,44.90421,SH296,Maine Appalachian Trail Club,SANDY RIVER PLANTATION,FRANKLIN,Maine,2085.057,Yes,01/12/2015
Pleasant Pond Lean-to,Log,20.000000,15.000000,12.000000,300,0,Corregated_steel,0,No,Unknown,,3.400000,2.100000,Differential,Unknown,9/17/2008,06:50:36pm,New,Shelter,R091718Axt_edited.co,36,36,ATversion12c,1497,341449.000000,410.492000,1.000000,0.600000,1.044650,45.271257758,-69.917327624,2008 Trail Assessment; adjusted based on 2013 data,95267,Official A.T. Shelter,-69.91733,45.27126,SH297,Maine Appalachian Trail Club,THE FORKS PLANTATION,SOMERSET,Maine,1321.039,Yes,01/12/2015
Spaulding Mountain Lean-to,Log,20.000000,16.000000,8.000000,160,0,Corregated_steel,0,Unknown,Unknown,,4.800000,2.700000,Differential,Unknown,9/18/2008,04:33:59pm,New,Shelter,R091816Axt_edited.co,39,39,ATversion12c,1497,419653.000000,965.019000,1.600000,0.800000,1.082646,44.995781389,-70.341895119,2008 Trail Assessment; adjusted based on 2013 data,95299,Official A.T. Shelter,-70.34190,44.99578,SH298,Maine Appalachian Trail Club,"MT ABRAM, TOWN OF",FRANKLIN,Maine,3127.152,Yes,01/12/2015
Cooper Brook Falls Lean-to,Log,15.000000,10.000000,8.000000,140,0,Corregated_steel,0,Unknown,Unknown,,5.800000,3.700000,Differential,Unknown,9/20/2008,01:36:41pm,New,Shelter,R092013Axt_edited.co,31,31,ATversion12c,1497,581815.000000,289.430000,1.600000,1.200000,7.144709,45.640455707,-69.088063718,2008 Trail Assessment; adjusted based on 2013 data,95235,Official A.T. Shelter,-69.08806,45.64046,SH299,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,931.616,Yes,01/12/2015
Potaywadjo Spring Lean-to,Log,20.000000,15.000000,10.000000,200,0,Corregated_steel,0,No,Unknown,,3.400000,2.000000,Differential,GPS Pathfinder Pocket,9/21/2008,09:40:41am,New,Shelter,R092108A_edited.cor,30,30,ATversion12c,1498,49255.000000,204.116000,3.900000,3.600000,6.658036,45.706585851,-69.008011652,2008 Trail Assessment; 2013 Trail Assessment,95303,Official A.T. Shelter,-69.00801,45.70659,SH300,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,632.354,Yes,01/12/2015
Wadleigh Stream Lean-to,Log,15.000000,10.000000,8.000000,120,0,Corregated_steel,0,Unknown,Unknown,,3.700000,1.600000,Differential,Unknown,9/21/2008,12:48:41pm,New,Shelter,R092112Axt_edited.co,45,45,ATversion12c,1498,60535.000000,212.023000,1.000000,0.600000,1.137445,45.747053581,-69.145122717,2008 Trail Assessment,95254,Official A.T. Shelter,-69.14512,45.74705,SH301,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,679.661,Yes,01/12/2015
Hurd Brook Lean-to,Log,15.000000,10.000000,10.000000,150,0,Corregated_steel,0,No,Unknown,,3.300000,1.800000,Differential,Unknown,9/23/2008,11:06:53am,New,Shelter,R092307Axt_edited.co,40,40,ATversion12c,1498,227227.000000,226.581000,1.100000,0.800000,2.577846,45.818567662,-69.019095895,2008 Trail Assessment; adjusted based on 2013 data,95245,Official A.T. Shelter,-69.01910,45.81857,SH302,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,714.847,Yes,01/12/2015
Velvet Rocks,Timber_Frame,12.000000,10.000000,8.000000,120,0,Other,0,Unknown,Water Source and Toilet,,5.900000,2.500000,Differential,Unknown,9/27/2008,11:03:41am,New,Shelter,R092708Axt_edited.co,48,48,ATversion12c,1498,572634.000000,314.953000,0.800000,0.500000,2.365986,43.702583203,-72.265209658,2008 Trail Assessment,95196,Official A.T. Shelter,-72.26521,43.70258,SH303,Dartmouth Outing Club,"HANOVER, TOWN OF",GRAFTON,New Hampshire,995.404,Yes,01/12/2015
Wildcat,Stick_w/Lumber_sidng,13.000000,10.000000,10.000000,130,0,Asphalt_shingle,0,No,Water Source and Toilet,,3.800000,2.400000,Differential,Unknown,4/11/2008,12:23:49pm,New,Shelter3,R041110A_edited.cor,52,52,ATversion12c,1474,491043.000000,340.097000,0.700000,0.400000,1.597392,41.268264669,-74.268198029,2008 Trail Assessment,95358,Official A.T. Shelter,-74.26820,41.26826,SH304,New York-New Jersey Trail Conference,"WARWICK, TOWN OF",ORANGE,New York,1086.338,Yes,01/12/2015
Bearfence Mountain Hut,Stone/Log,18.500000,11.800000,10.110000,105,0,Corregated_steel,0,Unknown,Water Source and Toilet,,4.300000,2.700000,Differential,Unknown,4/23/2008,03:42:44pm,New,Shelter3,R042311A_edited.cor,36,36,ATversion12c,1476,330178.000000,951.679000,1.000000,1.000000,3.745354,38.444067007,-78.470714866,2008 Trail Assessment; adjusted based on aerial imagery,95374,Official A.T. Shelter,-78.47071,38.44407,SH305,Potomac Appalachian Trail Club,,GREENE,Virginia,3104.011,Yes,01/12/2015
Wiley,Log,18.500000,11.000000,9.000000,97,0,Other,0,No,Water Source and Toilet,,9.400000,3.400000,Differential,Unknown,6/2/2008,11:19:08am,New,Shelter3,R060209A_edited.cor,30,30,ATversion12c,1482,141561.000000,220.763000,1.700000,0.800000,2.976127,41.637880946,-73.532793267,2008 Trail Assessment,95198,Official A.T. Shelter,-73.53279,41.63788,SH306,New York-New Jersey Trail Conference,"DOVER, TOWN OF",DUTCHESS,New York,717.496,Yes,01/12/2015
Clark's Ferry,Stick_w/T1_siding,14.000000,10.300000,11.000000,114,1980,Asphalt_shingle,0,No,Unknown,"roof replaced once since original construction, but don't know when",4.900000,2.900000,Differential,Unknown,6/26/2008,12:50:17pm,New,Shelter3,R062609A_edited.cor,34,34,ATversion12c,1485,406230.000000,358.391000,1.100000,0.700000,1.815807,40.392229107,-76.994080437,2008 Trail Assessment; adjusted slightly,95364,Official A.T. Shelter,-76.99408,40.39223,SH307,York Hiking Club,MIDDLE PAXTON TWP,DAUPHIN,Pennsylvania,1184.905,Yes,01/12/2015
